Organization,Availability,Division,SystemType,SystemName,Platform,Model,MlperfModel,Scenario,Result,Accuracy,number_of_nodes,host_processor_model_name,host_processors_per_node,host_processor_core_count,accelerator_model_name,accelerators_per_node,Location,framework,operating_system,notes,compliance,errors,version,inferred,has_power,Units
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,gptj-99,gptj-99,Offline,106.692,43.0286,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/gptj-99/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,gptj-99,gptj-99,Server,79.8995,43.046,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/gptj-99/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,gptj-99.9,gptj-99.9,Offline,83.035,43.0395,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/gptj-99.9/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,gptj-99.9,gptj-99.9,Server,79.8995,43.0405,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/gptj-99.9/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,retinanet,retinanet,Offline,14047.2,37.364,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/retinanet/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,retinanet,retinanet,Server,12884.6,37.330,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/retinanet/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,3d-unet-99,3d-unet-99,Offline,51.4471,0.86236,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/3d-unet-99/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,dlrm-v2-99.9,dlrm-v2-99.9,Offline,339050.0,80.312,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/dlrm-v2-99.9/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,dlrm-v2-99.9,dlrm-v2-99.9,Server,300033.0,80.312,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/dlrm-v2-99.9/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,3d-unet-99.9,3d-unet-99.9,Offline,51.4835,0.86236,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/3d-unet-99.9/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,resnet50,resnet,Offline,703548.0,76.078,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/resnet50/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,resnet50,resnet,Server,584197.0,76.078,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/resnet50/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,bert-99,bert-99,Offline,70689.9,90.35676151551918,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/bert-99/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,bert-99,bert-99,Server,56022.1,90.35676151551918,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/bert-99/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,dlrm-v2-99,dlrm-v2-99,Offline,339265.0,80.312,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/dlrm-v2-99/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,dlrm-v2-99,dlrm-v2-99,Server,300033.0,80.312,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/dlrm-v2-99/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,bert-99.9,bert-99.9,Offline,62285.5,90.97056894987658,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/bert-99.9/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","Oracle H100 BareMetal",OCI-H100_H100-SXM-80GBx8_TRT,bert-99.9,bert-99.9,Server,49617.5,90.96383711807101,1,"Intel(R) Xeon(R) Platinum 8480+",2,56,"NVIDIA H100-SXM-80GB","8",closed/Oracle/results/OCI-H100_H100-SXM-80GBx8_TRT/bert-99.9/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,gptj-99,gptj-99,Offline,27.1314,42.9314,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/gptj-99/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,gptj-99,gptj-99,Server,16.9226,42.9437,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/gptj-99/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,rnnt,rnnt,Offline,107408.0,92.5567656542425,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/rnnt/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,rnnt,rnnt,Server,104012.0,92.5567656542425,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/rnnt/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,gptj-99.9,gptj-99.9,Offline,25.2893,42.9494,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/gptj-99.9/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,gptj-99.9,gptj-99.9,Server,17.0367,42.9577,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/gptj-99.9/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,retinanet,retinanet,Offline,6512.98,37.351,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/retinanet/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,retinanet,retinanet,Server,5603.34,37.344,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/retinanet/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,3d-unet-99,3d-unet-99,Offline,30.3146,0.86235,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/3d-unet-99/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,dlrm-v2-99.9,dlrm-v2-99.9,Offline,138179.0,80.312,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/dlrm-v2-99.9/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,dlrm-v2-99.9,dlrm-v2-99.9,Server,80018.1,80.312,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/dlrm-v2-99.9/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,3d-unet-99.9,3d-unet-99.9,Offline,30.3283,0.86235,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/3d-unet-99.9/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,resnet50,resnet,Offline,325567.0,76.034,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/resnet50/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,resnet50,resnet,Server,290028.0,76.078,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/resnet50/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,bert-99,bert-99,Offline,28028.6,90.22397444450428,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/bert-99/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,bert-99,bert-99,Server,25406.2,90.18395763518552,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/bert-99/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,dlrm-v2-99,dlrm-v2-99,Offline,138331.0,80.312,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/dlrm-v2-99/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,dlrm-v2-99,dlrm-v2-99,Server,80018.1,80.312,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/dlrm-v2-99/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,bert-99.9,bert-99.9,Offline,14534.4,90.88066528372401,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/bert-99.9/Offline,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Samples/s
Oracle,available,closed,"datacenter","BM.GPU.A100-v2.8",OCI-A100_A100-SXM-80GBx8_TRT,bert-99.9,bert-99.9,Server,12824.1,90.88636511427569,1,"AMD EPYC 7J13 64-Core Processor",2,64,"NVIDIA A100-SXM-80GB","8",closed/Oracle/results/OCI-A100_A100-SXM-80GBx8_TRT/bert-99.9/Server,"TensorRT 9.0.0, CUDA 12.2","Ubuntu 20.04.4","",1,0,v3.1,0,False,Queries/s
